Product Category,Product Name,Unit Price,ratings
PREPARED FOODS,Frozen Foods,198.28,3.59
PREPARED FOODS,Snack Foods,196.81,2.82
PREPARED FOODS,Meat,124.44,3.46
PREPARED FOODS,Fruits and Vegetables,83.23,4.11
PREPARED FOODS,Snack Foods,127.5,5
PREPARED FOODS,Frozen Foods,54.13,3.75
PREPARED FOODS,Dairy,43.77,5
PREPARED FOODS,Household,179.6,3.9
PREPARED FOODS,Snack Foods,217.95,5
PREPARED FOODS,Canned,264.32,3.88
PREPARED FOODS,Baking Goods,52.43,4.26
PREPARED FOODS,Others,107.19,5
PREPARED FOODS,Canned,116.65,3.42
PREPARED FOODS,Meat,62.02,1.5
PREPARED FOODS,Dairy,104.73,3.21
PREPARED FOODS,Health and Hygiene,129.23,3.42
PREPARED FOODS,Fruits and Vegetables,197.14,4.34
PREPARED FOODS,Fruits and Vegetables,189.15,3.32
PREPARED FOODS,Soft Drinks,36.08,2.74
PREPARED FOODS,Fruits and Vegetables,169.05,3.15
PREPARED FOODS,Soft Drinks,233.2,2.54
PREPARED FOODS,Fruits and Vegetables,107.26,3.91
PREPARED FOODS,Soft Drinks,107.73,4.29
PREPARED FOODS,Dairy,145.61,4.62
PREPARED FOODS,Starchy Foods,223.87,3.28
PREPARED FOODS,Fruits and Vegetables,146.48,5
PREPARED FOODS,Snack Foods,96.51,4.16
PREPARED FOODS,Household,190.59,3.34
PREPARED FOODS,Breakfast,49.3,2.72
PREPARED FOODS,Frozen Foods,105.16,4.12
PREPARED FOODS,Soft Drinks,37.28,2.96
PREPARED FOODS,Frozen Foods,212.32,2.56
PREPARED FOODS,Household,192.68,4.66
PREPARED FOODS,Household,235.5,3.34
PREPARED FOODS,Baking Goods,54.93,3.93
PREPARED FOODS,Meat,175.47,3.56
PREPARED FOODS,Snack Foods,173.41,3.56
PREPARED FOODS,Snack Foods,224.61,4.34
PREPARED FOODS,Fruits and Vegetables,139.98,1.85
PREPARED FOODS,Canned,86.62,3.56
PREPARED FOODS,Household,47.37,2.03
PREPARED FOODS,Soft Drinks,41.91,2.73
PREPARED FOODS,Household,121.71,4.27
PREPARED FOODS,Fruits and Vegetables,113.35,3.51
PREPARED FOODS,Fruits and Vegetables,104.63,0.89
PREPARED FOODS,Frozen Foods,163.22,2.55
PREPARED FOODS,Meat,158.89,4.87
PREPARED FOODS,Fruits and Vegetables,241.25,4.84
PREPARED FOODS,Meat,150.74,5
PREPARED FOODS,Household,126.73,2.18
PREPARED FOODS,Meat,153.57,2.58
PREPARED FOODS,Snack Foods,257.53,5
PREPARED FOODS,Fruits and Vegetables,98.7,1.55
PREPARED FOODS,Frozen Foods,264.09,4.7
PREPARED FOODS,Baking Goods,229.1,4.41
PREPARED FOODS,Baking Goods,151.17,4.36
PREPARED FOODS,Snack Foods,212.09,3.2
PREPARED FOODS,Snack Foods,99.04,4.31
PREPARED FOODS,Canned,181.1,4.3
PREPARED FOODS,Soft Drinks,85.52,4.97
PREPARED FOODS,Fruits and Vegetables,42.71,2.98
PREPARED FOODS,Snack Foods,111.75,5
PREPARED FOODS,Snack Foods,92.71,1.71
PREPARED FOODS,Household,184.96,3.66
PREPARED FOODS,Breakfast,173.77,3.67
PREPARED FOODS,Health and Hygiene,122.87,4.18
PREPARED FOODS,Baking Goods,93.31,5
PREPARED FOODS,Dairy,183.76,3.6
PREPARED FOODS,Snack Foods,251.47,4.3
PREPARED FOODS,Household,126.17,2.22
PREPARED FOODS,Snack Foods,175.34,4.38
PREPARED FOODS,Fruits and Vegetables,127.9,2.45
PREPARED FOODS,Fruits and Vegetables,151.07,3.18
PREPARED FOODS,Frozen Foods,87.72,3.59
PREPARED FOODS,Snack Foods,111.05,4.02
PREPARED FOODS,Snack Foods,110.82,4.54
PREPARED FOODS,Household,117.15,5
PREPARED FOODS,Starchy Foods,121.84,3.93
PREPARED FOODS,Others,49.47,3.08
PREPARED FOODS,Frozen Foods,100.54,5
PREPARED FOODS,Dairy,97.78,3.96
PREPARED FOODS,Household,164.78,4.2
PREPARED FOODS,Fruits and Vegetables,187.89,1.29
PREPARED FOODS,Snack Foods,53.1,2.31
PREPARED FOODS,Canned,187.12,4.57
PREPARED FOODS,Canned,90.98,2.53
PREPARED FOODS,Household,140.85,4.44
PREPARED FOODS,Household,195.11,5
PREPARED FOODS,Household,178.27,1.24
PREPARED FOODS,Snack Foods,56.3,4.34
PREPARED FOODS,Canned,187.52,2.06
PREPARED FOODS,Fruits and Vegetables,112.22,2.88
PREPARED FOODS,Health and Hygiene,101.1,3.31
PREPARED FOODS,Fruits and Vegetables,213.29,4.32
PREPARED FOODS,Dairy,45.04,2.76
PREPARED FOODS,Snack Foods,224.04,2.9
PREPARED FOODS,Canned,184.23,2.48
PREPARED FOODS,Fruits and Vegetables,102.73,2.23
PREPARED FOODS,Fruits and Vegetables,43.28,2.52
PREPARED FOODS,Fruits and Vegetables,65.05,3.34
PREPARED FOODS,Baking Goods,119.11,4.23
PREPARED FOODS,Fruits and Vegetables,140.18,3.27
PREPARED FOODS,Others,251.2,2.93
PREPARED FOODS,Soft Drinks,243.55,3.97
PREPARED FOODS,Dairy,77.0,3.59
PREPARED FOODS,Household,247.01,3.81
PREPARED FOODS,Fruits and Vegetables,64.02,4.3
PREPARED FOODS,Snack Foods,93.54,3.42
PREPARED FOODS,Baking Goods,164.85,4.69
PREPARED FOODS,Fruits and Vegetables,178.3,4.56
PREPARED FOODS,Meat,118.42,5
PREPARED FOODS,Snack Foods,184.46,3.27
PREPARED FOODS,Snack Foods,219.18,5
PREPARED FOODS,Meat,75.7,4.03
PREPARED FOODS,Snack Foods,92.51,3.64
PREPARED FOODS,Meat,205.7,3.14
PREPARED FOODS,Canned,166.42,3.9
PREPARED FOODS,Baking Goods,118.81,3.43
PREPARED FOODS,Snack Foods,176.14,4.97
PREPARED FOODS,Meat,44.61,4.25
PREPARED FOODS,Frozen Foods,108.79,4.19
PREPARED FOODS,Fruits and Vegetables,182.23,4.52
PREPARED FOODS,Snack Foods,112.45,3.52
PREPARED FOODS,Dairy,169.41,4.45
PREPARED FOODS,Snack Foods,242.28,3.18
PREPARED FOODS,Others,186.69,3.93
PREPARED FOODS,Breads,144.64,2.31
PREPARED FOODS,Fruits and Vegetables,145.14,3.09
PREPARED FOODS,Meat,106.53,3.46
PREPARED FOODS,Canned,183.43,4.12
PREPARED FOODS,Breads,125.7,4.47
PREPARED FOODS,Dairy,175.7,3.75
PREPARED FOODS,Breakfast,99.34,4.59
PREPARED FOODS,Fruits and Vegetables,59.79,4.15
PREPARED FOODS,Snack Foods,87.45,0.62
PREPARED FOODS,Fruits and Vegetables,222.38,3.56
PREPARED FOODS,Baking Goods,99.64,2.55
PREPARED FOODS,Snack Foods,151.13,3.64
PREPARED FOODS,Household,115.95,3.84
PREPARED FOODS,Frozen Foods,61.32,4.1
PREPARED FOODS,Baking Goods,150.14,3.04
PREPARED FOODS,Others,181.17,4.65
PREPARED FOODS,Household,176.47,4.11
PREPARED FOODS,Fruits and Vegetables,91.18,4.91
PREPARED FOODS,Others,37.95,3.05
PREPARED FOODS,Dairy,253.24,1.88
PREPARED FOODS,Breads,102.26,4.52
PREPARED FOODS,Baking Goods,250.67,4.23
PREPARED FOODS,Frozen Foods,109.59,3.64
PREPARED FOODS,Fruits and Vegetables,160.66,3.26
PREPARED FOODS,Frozen Foods,38.65,3.98
PREPARED FOODS,Frozen Foods,35.66,3.71
PREPARED FOODS,Snack Foods,53.86,4.19
PREPARED FOODS,Fruits and Vegetables,196.08,3.5
PREPARED FOODS,Meat,196.84,4.63
PREPARED FOODS,Canned,80.5,4.79
PREPARED FOODS,Breads,256.5,4.34
PREPARED FOODS,Dairy,223.54,3.6
PREPARED FOODS,Household,92.61,4.96
PREPARED FOODS,Snack Foods,94.68,2.52
PREPARED FOODS,Fruits and Vegetables,241.89,2.36
PREPARED FOODS,Frozen Foods,229.87,3.72
PREPARED FOODS,Fruits and Vegetables,113.28,3.4
PREPARED FOODS,Baking Goods,222.61,1.42
PREPARED FOODS,Fruits and Vegetables,174.37,4.06
PREPARED FOODS,Household,252.41,4.3
PREPARED FOODS,Household,81.92,3.84
PREPARED FOODS,Household,159.06,4.55
PREPARED FOODS,Snack Foods,256.34,4.48
PREPARED FOODS,Household,178.83,4.52
PREPARED FOODS,Snack Foods,85.39,4.21
PREPARED FOODS,Snack Foods,166.78,3.39
PREPARED FOODS,Fruits and Vegetables,124.8,4.24
PREPARED FOODS,Fruits and Vegetables,118.85,3.93
PREPARED FOODS,Household,164.28,2.01
PREPARED FOODS,Dairy,183.33,3.66
PREPARED FOODS,Fruits and Vegetables,153.07,5
PREPARED FOODS,Soft Drinks,142.92,3.16
PREPARED FOODS,Snack Foods,187.89,3.54
PREPARED FOODS,Dairy,86.65,3.86
PREPARED FOODS,Household,230.2,4.64
PREPARED FOODS,Fruits and Vegetables,42.05,2.81
PREPARED FOODS,Snack Foods,210.66,4.19
PREPARED FOODS,Frozen Foods,110.53,2.22
PREPARED FOODS,Snack Foods,113.75,3.57
PREPARED FOODS,Fruits and Vegetables,115.25,3.64
PREPARED FOODS,Soft Drinks,216.95,1.85
PREPARED FOODS,Fruits and Vegetables,222.98,5
PREPARED FOODS,Dairy,250.28,1.77
PREPARED FOODS,Frozen Foods,58.79,4.25
PREPARED FOODS,Health and Hygiene,109.56,3.65
PREPARED FOODS,Fruits and Vegetables,175.04,5
PREPARED FOODS,Breads,157.53,2.74
PREPARED FOODS,Frozen Foods,100.44,4.59
PREPARED FOODS,Fruits and Vegetables,241.15,1.96
PREPARED FOODS,Canned,154.9,1.66
PREPARED FOODS,Snack Foods,221.18,4.31
PREPARED FOODS,Dairy,113.25,5
PREPARED FOODS,Dairy,48.64,5
PREPARED FOODS,Frozen Foods,41.28,3.68
PREPARED FOODS,Soft Drinks,124.77,1.85
PREPARED FOODS,Frozen Foods,214.72,3.83
PREPARED FOODS,Meat,236.22,3.99
PREPARED FOODS,Canned,167.78,4.97
PREPARED FOODS,Hard Drinks,57.06,4.18
PREPARED FOODS,Breads,187.76,3
PREPARED FOODS,Fruits and Vegetables,179.7,4.59
PREPARED FOODS,Frozen Foods,81.96,1.5
PREPARED FOODS,Fruits and Vegetables,183.5,4.75
PREPARED FOODS,Fruits and Vegetables,97.01,1.85
PREPARED FOODS,Dairy,114.25,5
PREPARED FOODS,Breads,230.27,2.58
PREPARED FOODS,Fruits and Vegetables,195.08,2.64
PREPARED FOODS,Canned,114.85,3.85
PREPARED FOODS,Dairy,210.22,3.64
PREPARED FOODS,Frozen Foods,129.83,4.3
PREPARED FOODS,Frozen Foods,226.91,3.59
PREPARED FOODS,Baking Goods,157.16,4.48
PREPARED FOODS,Snack Foods,170.88,4.44
PREPARED FOODS,Snack Foods,87.88,2.13
PREPARED FOODS,Canned,79.2,3.02
PREPARED FOODS,Health and Hygiene,258.83,2.4
PREPARED FOODS,Frozen Foods,245.38,3.08
PREPARED FOODS,Snack Foods,161.16,3.94
PREPARED FOODS,Fruits and Vegetables,195.41,3.22
PREPARED FOODS,Snack Foods,251.17,4.65
PREPARED FOODS,Dairy,261.69,2.94
PREPARED FOODS,Snack Foods,60.72,4.02
PREPARED FOODS,Household,107.19,3.23
PREPARED FOODS,Canned,163.49,5
PREPARED FOODS,Soft Drinks,146.94,2.79
PREPARED FOODS,Starchy Foods,163.95,2.48
PREPARED FOODS,Baking Goods,99.5,1.66
PREPARED FOODS,Soft Drinks,130.17,2.3
PREPARED FOODS,Household,148.34,3.77
PREPARED FOODS,Canned,167.68,3.7
PREPARED FOODS,Frozen Foods,198.64,3.39
PREPARED FOODS,Household,157.89,4.68
PREPARED FOODS,Fruits and Vegetables,58.92,3.86
PREPARED FOODS,Dairy,232.36,4.7
PREPARED FOODS,Snack Foods,193.85,4.79
PREPARED FOODS,Snack Foods,187.09,4.98
PREPARED FOODS,Frozen Foods,232.8,2.43
PREPARED FOODS,Snack Foods,161.56,3.85
PREPARED FOODS,Household,149.44,4.71
PREPARED FOODS,Seafood,106.46,3.58
PREPARED FOODS,Soft Drinks,188.35,4.21
PREPARED FOODS,Soft Drinks,84.26,4.6
PREPARED FOODS,Snack Foods,167.48,4.69
PREPARED FOODS,Frozen Foods,104.33,5
PREPARED FOODS,Frozen Foods,110.35,4.87
PREPARED FOODS,Meat,101.67,2.94
PREPARED FOODS,Snack Foods,86.39,3.22
PREPARED FOODS,Snack Foods,106.53,4
PREPARED FOODS,Baking Goods,54.13,2.68
PREPARED FOODS,Snack Foods,237.56,4.31
PREPARED FOODS,Frozen Foods,141.72,2.39
PREPARED FOODS,Household,180.87,2.74
PREPARED FOODS,Baking Goods,143.54,2.32
PREPARED FOODS,Baking Goods,154.87,4.4
PREPARED FOODS,Health and Hygiene,107.09,4.92
PREPARED FOODS,Dairy,95.14,4.08
PREPARED FOODS,Soft Drinks,198.28,3.32
PREPARED FOODS,Dairy,241.55,4.52
PREPARED FOODS,Baking Goods,40.05,3.78
PREPARED FOODS,Snack Foods,198.81,3.36
PREPARED FOODS,Frozen Foods,158.46,2.75
PREPARED FOODS,Frozen Foods,258.56,3.2
PREPARED FOODS,Breads,85.76,4.82
PREPARED FOODS,Snack Foods,160.52,3.75
PREPARED FOODS,Fruits and Vegetables,127.2,3.67
PREPARED FOODS,Starchy Foods,181.76,1.83
PREPARED FOODS,Soft Drinks,43.31,4.34
PREPARED FOODS,Fruits and Vegetables,122.74,3.91
PREPARED FOODS,Fruits and Vegetables,123.2,4.3
PREPARED FOODS,Household,117.35,2.04
PREPARED FOODS,Breakfast,156.56,4.74
PREPARED FOODS,Frozen Foods,122.41,4.36
PREPARED FOODS,Fruits and Vegetables,117.48,3.12
PREPARED FOODS,Snack Foods,164.39,3.32
PREPARED FOODS,Meat,113.12,2.77
PREPARED FOODS,Household,129.93,3.42
PREPARED FOODS,Soft Drinks,218.05,3.91
PREPARED FOODS,Fruits and Vegetables,125.64,3.68
PREPARED FOODS,Frozen Foods,90.98,4.76
PREPARED FOODS,Meat,47.04,4.68
PREPARED FOODS,Frozen Foods,162.82,4.15
PREPARED FOODS,Breakfast,158.16,3.59
PREPARED FOODS,Canned,116.15,5
PREPARED FOODS,Dairy,220.48,5
PREPARED FOODS,Baking Goods,241.12,3.59
PREPARED FOODS,Household,150.74,2.25
PREPARED FOODS,Snack Foods,145.24,2.48
PREPARED FOODS,Household,94.54,5
PREPARED FOODS,Baking Goods,53.1,5
PREPARED FOODS,Health and Hygiene,32.82,2.99
PREPARED FOODS,Dairy,109.49,3.34
PREPARED FOODS,Fruits and Vegetables,180.9,4.96
PREPARED FOODS,Snack Foods,86.55,5
PREPARED FOODS,Snack Foods,119.61,5
PREPARED FOODS,Frozen Foods,162.52,2.94
PREPARED FOODS,Soft Drinks,175.77,5
PREPARED FOODS,Fruits and Vegetables,142.98,4.28
PREPARED FOODS,Household,39.78,3.1
PREPARED FOODS,Baking Goods,195.91,3.32
PREPARED FOODS,Canned,93.41,4.47
PREPARED FOODS,Household,58.06,3.48
PREPARED FOODS,Snack Foods,140.38,5
PREPARED FOODS,Snack Foods,110.53,3.29
PREPARED FOODS,Household,87.85,5
PREPARED FOODS,Frozen Foods,74.24,3.69
PREPARED FOODS,Canned,84.12,3.79
PREPARED FOODS,Starchy Foods,91.28,2.21
PREPARED FOODS,Hard Drinks,143.24,4.18
PREPARED FOODS,Frozen Foods,248.25,4.47
PREPARED FOODS,Frozen Foods,88.18,4.4
PREPARED FOODS,Household,212.52,4.44
PREPARED FOODS,Hard Drinks,57.16,2.96
PREPARED FOODS,Soft Drinks,151.9,1.63
PREPARED FOODS,Soft Drinks,184.79,3.32
PREPARED FOODS,Frozen Foods,183.43,4.49
PREPARED FOODS,Meat,105.2,4.94
PREPARED FOODS,Snack Foods,148.61,2.76
PREPARED FOODS,Frozen Foods,131.33,3.59
PREPARED FOODS,Fruits and Vegetables,163.15,1.46
PREPARED FOODS,Meat,65.18,3.06
PREPARED FOODS,Snack Foods,183.36,4.81
PREPARED FOODS,Household,73.77,5
PREPARED FOODS,Snack Foods,258.13,3.25
PREPARED FOODS,Soft Drinks,120.24,3.37
PREPARED FOODS,Household,173.51,3.8
PREPARED FOODS,Baking Goods,172.88,4.18
PREPARED FOODS,Health and Hygiene,241.92,3.4
PREPARED FOODS,Hard Drinks,45.91,3.18
PREPARED FOODS,Dairy,110.32,2.79
PREPARED FOODS,Fruits and Vegetables,178.44,3.97
PREPARED FOODS,Household,172.81,4.03
PREPARED FOODS,Baking Goods,176.84,4.26
PREPARED FOODS,Fruits and Vegetables,182.43,2.8
PREPARED FOODS,Soft Drinks,236.46,2.77
PREPARED FOODS,Fruits and Vegetables,231.26,2.37
PREPARED FOODS,Breads,42.25,2.97
PREPARED FOODS,Baking Goods,102.93,4.6
PREPARED FOODS,Meat,166.38,5
PREPARED FOODS,Baking Goods,106.46,4.75
PREPARED FOODS,Starchy Foods,165.25,3.13
PREPARED FOODS,Household,130.97,4.25
PREPARED FOODS,Breakfast,38.25,2.6
PREPARED FOODS,Fruits and Vegetables,246.01,4.91
PREPARED FOODS,Seafood,240.09,3.54
PREPARED FOODS,Fruits and Vegetables,129.47,2.51
PREPARED FOODS,Snack Foods,33.06,4.94
PREPARED FOODS,Health and Hygiene,107.66,2.01
PREPARED FOODS,Snack Foods,112.62,5
PREPARED FOODS,Baking Goods,36.29,5
PREPARED FOODS,Household,116.08,3.48
PREPARED FOODS,Fruits and Vegetables,174.47,4.33
PREPARED FOODS,Frozen Foods,109.13,3.19
PREPARED FOODS,Frozen Foods,263.26,3.21
PREPARED FOODS,Health and Hygiene,123.54,2.42
PREPARED FOODS,Household,228.4,3.78
PREPARED FOODS,Baking Goods,167.11,5
PREPARED FOODS,Dairy,193.18,3.95
PREPARED FOODS,Dairy,123.07,3.35
PREPARED FOODS,Meat,182.63,4.91
PREPARED FOODS,Meat,211.76,5
PREPARED FOODS,Health and Hygiene,36.69,4.89
PREPARED FOODS,Household,259.96,3.22
PREPARED FOODS,Fruits and Vegetables,80.03,4.21
PREPARED FOODS,Health and Hygiene,122.77,1.99
PREPARED FOODS,Health and Hygiene,141.52,5
PREPARED FOODS,Snack Foods,149.87,3.05
PREPARED FOODS,Breads,104.03,1.96
PREPARED FOODS,Frozen Foods,249.04,2.77
PREPARED FOODS,Canned,40.15,2.95
PREPARED FOODS,Snack Foods,176.81,2.63
PREPARED FOODS,Frozen Foods,156.47,3.9
PREPARED FOODS,Canned,221.05,3
PREPARED FOODS,Meat,116.22,3.15
PREPARED FOODS,Soft Drinks,106.09,3.37
PREPARED FOODS,Frozen Foods,225.41,3.42
PREPARED FOODS,Frozen Foods,63.15,4.1
PREPARED FOODS,Dairy,197.84,4.27
PREPARED FOODS,Baking Goods,36.09,3.54
PREPARED FOODS,Canned,222.15,4.17
PREPARED FOODS,Others,130.43,5
PREPARED FOODS,Fruits and Vegetables,193.28,4.55
PREPARED FOODS,Meat,236.72,5
PREPARED FOODS,Breads,167.12,4.01
PREPARED FOODS,Health and Hygiene,212.62,3.99
PREPARED FOODS,Household,46.71,3.36
PREPARED FOODS,Fruits and Vegetables,106.73,3.82
PREPARED FOODS,Health and Hygiene,145.08,4.54
PREPARED FOODS,Household,160.99,3.55
PREPARED FOODS,Frozen Foods,117.95,3.04
PREPARED FOODS,Canned,176.64,4.98
PREPARED FOODS,Household,42.91,2.64
PREPARED FOODS,Frozen Foods,94.41,5
PREPARED FOODS,Health and Hygiene,258.73,4.4
PREPARED FOODS,Canned,103.5,3.21
PREPARED FOODS,Meat,157.03,3.08
PREPARED FOODS,Frozen Foods,237.89,3.21
PREPARED FOODS,Meat,176.64,3.53
PREPARED FOODS,Hard Drinks,72.64,2.69
PREPARED FOODS,Frozen Foods,101.7,3.6
PREPARED FOODS,Frozen Foods,195.25,3.91
PREPARED FOODS,Household,173.64,2.33
PREPARED FOODS,Snack Foods,102.83,2.63
PREPARED FOODS,Household,103.63,5
PREPARED FOODS,Canned,185.23,3.92
PREPARED FOODS,Dairy,153.53,3.36
PREPARED FOODS,Meat,87.45,1.9
PREPARED FOODS,Household,120.18,3.93
PREPARED FOODS,Canned,205.46,3.47
PREPARED FOODS,Meat,45.97,3.74
PREPARED FOODS,Fruits and Vegetables,222.75,3.2
PREPARED FOODS,Snack Foods,105.16,3.41
PREPARED FOODS,Household,121.18,3.02
PREPARED FOODS,Baking Goods,117.21,2.55
PREPARED FOODS,Canned,182.6,4.43
PREPARED FOODS,Frozen Foods,154.96,4.34
PREPARED FOODS,Hard Drinks,227.07,3.69
PREPARED FOODS,Household,128.43,1.37
PREPARED FOODS,Snack Foods,251.87,3.61
PREPARED FOODS,Household,126.24,3.96
PREPARED FOODS,Dairy,256.24,3.44
PREPARED FOODS,Snack Foods,55.1,3.59
PREPARED FOODS,Health and Hygiene,239.62,4.31
PREPARED FOODS,Fruits and Vegetables,195.35,3.73
PREPARED FOODS,Fruits and Vegetables,163.26,3.05
PREPARED FOODS,Dairy,52.8,5
PREPARED FOODS,Fruits and Vegetables,121.94,4.59
PREPARED FOODS,Dairy,178.53,5
PREPARED FOODS,Household,123.07,1.77
PREPARED FOODS,Health and Hygiene,126.47,5
PREPARED FOODS,Soft Drinks,143.48,2.87
PREPARED FOODS,Frozen Foods,76.44,5
PREPARED FOODS,Fruits and Vegetables,226.51,4.27
PREPARED FOODS,Soft Drinks,124.97,4.18
PREPARED FOODS,Health and Hygiene,179.57,3.11
PREPARED FOODS,Baking Goods,88.98,4.41
PREPARED FOODS,Starchy Foods,191.38,1.98
PREPARED FOODS,Breakfast,126.5,3.05
PREPARED FOODS,Fruits and Vegetables,180.93,5
PREPARED FOODS,Snack Foods,141.45,4.89
PREPARED FOODS,Household,102.43,4
PREPARED FOODS,Breakfast,168.95,3.59
PREPARED FOODS,Frozen Foods,80.96,5
PREPARED FOODS,Hard Drinks,223.01,3.62
PREPARED FOODS,Frozen Foods,177.24,5
PREPARED FOODS,Fruits and Vegetables,38.32,2.7
PREPARED FOODS,Baking Goods,162.59,3.46
PREPARED FOODS,Baking Goods,174.74,3.98
PREPARED FOODS,Dairy,199.24,2.98
PREPARED FOODS,Breads,176.91,4.1
PREPARED FOODS,Breakfast,154.17,3.17
PREPARED FOODS,Snack Foods,161.72,2.91
PREPARED FOODS,Canned,52.1,4.93
PREPARED FOODS,Fruits and Vegetables,118.58,4.1
PREPARED FOODS,Hard Drinks,75.8,4.7
PREPARED FOODS,Soft Drinks,39.18,3.89
PREPARED FOODS,Snack Foods,175.34,4.28
PREPARED FOODS,Household,234.8,2.53
PREPARED FOODS,Breads,93.44,5
PREPARED FOODS,Household,212.39,1.66
PREPARED FOODS,Snack Foods,37.68,2.96
PREPARED FOODS,Canned,115.38,3.83
PREPARED FOODS,Fruits and Vegetables,177.84,3.28
PREPARED FOODS,Frozen Foods,246.71,5
PREPARED FOODS,Meat,48.17,3.99
PREPARED FOODS,Frozen Foods,249.48,2.99
PREPARED FOODS,Fruits and Vegetables,116.58,3.33
PREPARED FOODS,Canned,91.98,4.83
PREPARED FOODS,Snack Foods,223.21,3.63
PREPARED FOODS,Snack Foods,49.0,5
PREPARED FOODS,Household,181.43,3.29
PREPARED FOODS,Snack Foods,212.79,3.86
PREPARED FOODS,Frozen Foods,99.04,3.47
PREPARED FOODS,Others,186.59,4.11
PREPARED FOODS,Snack Foods,169.08,3.89
PREPARED FOODS,Baking Goods,93.24,4.59
PREPARED FOODS,Dairy,94.54,4.73
PREPARED FOODS,Starchy Foods,178.97,3.31
PREPARED FOODS,Snack Foods,158.89,5
PREPARED FOODS,Starchy Foods,186.89,5
PREPARED FOODS,Household,172.71,3.49
PREPARED FOODS,Canned,147.07,4.7
PREPARED FOODS,Soft Drinks,121.67,5
PREPARED FOODS,Others,179.17,4.46
PREPARED FOODS,Frozen Foods,99.7,4.62
PREPARED FOODS,Fruits and Vegetables,89.89,3.57
PREPARED FOODS,Snack Foods,149.51,4.22
PREPARED FOODS,Snack Foods,178.63,4.97
PREPARED FOODS,Snack Foods,162.45,3.88
PREPARED FOODS,Canned,230.14,4.65
PREPARED FOODS,Snack Foods,165.75,3.6
PREPARED FOODS,Fruits and Vegetables,181.03,4.22
PREPARED FOODS,Health and Hygiene,40.85,3.71
PREPARED FOODS,Dairy,262.09,2.89
PREPARED FOODS,Snack Foods,112.05,4.72
PREPARED FOODS,Household,117.61,4.78
PREPARED FOODS,Dairy,246.28,2.57
PREPARED FOODS,Soft Drinks,85.19,2.62
PREPARED FOODS,Breads,160.66,4.17
PREPARED FOODS,Frozen Foods,189.62,4.5
PREPARED FOODS,Household,40.98,3.58
PREPARED FOODS,Dairy,55.13,4.25
PREPARED FOODS,Frozen Foods,86.46,2.69
PREPARED FOODS,Hard Drinks,56.36,3.62
PREPARED FOODS,Snack Foods,236.09,4.15
PREPARED FOODS,Dairy,115.32,3.06
PREPARED FOODS,Snack Foods,129.66,3.4
PREPARED FOODS,Fruits and Vegetables,102.0,3.7
PREPARED FOODS,Meat,183.83,4.55
PREPARED FOODS,Breakfast,175.67,3.36
PREPARED FOODS,Breakfast,156.46,3.34
PREPARED FOODS,Soft Drinks,52.33,4.58
PREPARED FOODS,Snack Foods,170.98,3.54
PREPARED FOODS,Fruits and Vegetables,161.19,5
PREPARED FOODS,Household,32.39,4.61
PREPARED FOODS,Hard Drinks,52.73,4.01
PREPARED FOODS,Fruits and Vegetables,168.45,1.7
PREPARED FOODS,Hard Drinks,226.67,4.73
PREPARED FOODS,Baking Goods,131.73,3.83
PREPARED FOODS,Baking Goods,50.2,4.91
PREPARED FOODS,Others,122.57,4.66
PREPARED FOODS,Others,184.09,3.1
PREPARED FOODS,Snack Foods,123.18,4.6
PREPARED FOODS,Canned,251.01,3.85
PREPARED FOODS,Household,253.37,4.16
PREPARED FOODS,Fruits and Vegetables,175.4,4.63
PREPARED FOODS,Dairy,40.01,4.75
PREPARED FOODS,Dairy,264.32,4.07
PREPARED FOODS,Breads,102.76,4.49
PREPARED FOODS,Baking Goods,169.11,5
PREPARED FOODS,Household,172.24,4.75
PREPARED FOODS,Dairy,218.15,4.37
PREPARED FOODS,Fruits and Vegetables,113.45,3.82
PREPARED FOODS,Fruits and Vegetables,222.51,4.69
PREPARED FOODS,Meat,120.41,3.65
PREPARED FOODS,Frozen Foods,81.99,5
PREPARED FOODS,Baking Goods,106.53,4.41
PREPARED FOODS,Soft Drinks,195.88,2.91
PREPARED FOODS,Household,244.31,2.45
PREPARED FOODS,Snack Foods,177.64,4.51
PREPARED FOODS,Health and Hygiene,131.43,3.58
PREPARED FOODS,Breads,250.61,3.77
PREPARED FOODS,Others,141.22,3.44
PREPARED FOODS,Breads,155.43,3.45
PREPARED FOODS,Snack Foods,61.65,2.4
PREPARED FOODS,Household,169.14,2.81
PREPARED FOODS,Dairy,143.88,3.9
PREPARED FOODS,Soft Drinks,44.48,3.96
PREPARED FOODS,Baking Goods,91.28,4.76
PREPARED FOODS,Breads,82.76,0.9
PREPARED FOODS,Snack Foods,44.84,3.1
PREPARED FOODS,Baking Goods,49.7,3.58
PREPARED FOODS,Baking Goods,94.71,4.92
PREPARED FOODS,Snack Foods,186.49,4.33
PREPARED FOODS,Snack Foods,116.98,5
PREPARED FOODS,Baking Goods,103.86,3.73
PREPARED FOODS,Fruits and Vegetables,173.11,4.78
PREPARED FOODS,Canned,185.79,2.72
PREPARED FOODS,Starchy Foods,109.19,4.46
PREPARED FOODS,Fruits and Vegetables,237.46,5
PREPARED FOODS,Baking Goods,144.28,2.98
PREPARED FOODS,Canned,162.99,4.07
PREPARED FOODS,Meat,63.08,3.51
PREPARED FOODS,Baking Goods,90.25,3.38
PREPARED FOODS,Baking Goods,90.28,3.84
PREPARED FOODS,Snack Foods,189.59,3.48
