Product Category,Product Name,Unit Price,ratings
PREPARED FOODS,Snack Foods,196.8084,2.82
PREPARED FOODS,Meat,124.4388,3.46
PREPARED FOODS,Fruits and Vegetables,83.2276,4.11
PREPARED FOODS,Snack Foods,127.502,5
PREPARED FOODS,Frozen Foods,54.1298,3.75
PREPARED FOODS,Dairy,43.7744,5
PREPARED FOODS,Household,179.5976,3.9
PREPARED FOODS,Snack Foods,217.9482,5
PREPARED FOODS,Canned,264.3226,3.88
PREPARED FOODS,Baking Goods,52.4298,4.26
PREPARED FOODS,Others,107.1938,5
PREPARED FOODS,Canned,116.6492,3.42
PREPARED FOODS,Meat,62.0194,1.5
PREPARED FOODS,Dairy,104.7306,3.21
PREPARED FOODS,Health and Hygiene,129.2336,3.42
PREPARED FOODS,Fruits and Vegetables,197.1426,4.34
PREPARED FOODS,Fruits and Vegetables,189.153,3.32
PREPARED FOODS,Soft Drinks,36.0848,2.74
PREPARED FOODS,Fruits and Vegetables,169.0474,3.15
PREPARED FOODS,Soft Drinks,233.1958,2.54
PREPARED FOODS,Fruits and Vegetables,107.2596,3.91
PREPARED FOODS,Soft Drinks,107.728,4.29
PREPARED FOODS,Dairy,145.6102,4.62
PREPARED FOODS,Starchy Foods,223.8746,3.28
PREPARED FOODS,Fruits and Vegetables,146.4786,5
PREPARED FOODS,Snack Foods,96.5068,4.16
PREPARED FOODS,Household,190.5872,3.34
PREPARED FOODS,Breakfast,49.3008,2.72
PREPARED FOODS,Frozen Foods,105.1622,4.12
PREPARED FOODS,Soft Drinks,37.2848,2.96
PREPARED FOODS,Frozen Foods,212.3218,2.56
PREPARED FOODS,Household,192.682,4.66
PREPARED FOODS,Household,235.4958,3.34
PREPARED FOODS,Baking Goods,54.9298,3.93
PREPARED FOODS,Meat,175.4738,3.56
PREPARED FOODS,Snack Foods,173.4054,3.56
PREPARED FOODS,Snack Foods,224.6088,4.34
PREPARED FOODS,Fruits and Vegetables,139.9838,1.85
PREPARED FOODS,Canned,86.6198,3.56
PREPARED FOODS,Household,47.3718,2.03
PREPARED FOODS,Soft Drinks,41.9112,2.73
PREPARED FOODS,Household,121.7098,4.27
PREPARED FOODS,Fruits and Vegetables,113.3518,3.51
PREPARED FOODS,Fruits and Vegetables,104.6306,0.89
PREPARED FOODS,Frozen Foods,163.221,2.55
PREPARED FOODS,Meat,158.8946,4.87
PREPARED FOODS,Fruits and Vegetables,241.2512,4.84
PREPARED FOODS,Meat,150.7366,5
PREPARED FOODS,Household,126.7336,2.18
PREPARED FOODS,Meat,153.5682,2.58
PREPARED FOODS,Snack Foods,257.5304,5
PREPARED FOODS,Fruits and Vegetables,98.7042,1.55
PREPARED FOODS,Frozen Foods,264.091,4.7
PREPARED FOODS,Baking Goods,229.101,4.41
PREPARED FOODS,Baking Goods,151.1708,4.36
PREPARED FOODS,Snack Foods,212.0902,3.2
PREPARED FOODS,Snack Foods,99.0358,4.31
PREPARED FOODS,Canned,181.0976,4.3
PREPARED FOODS,Soft Drinks,85.5198,4.97
PREPARED FOODS,Fruits and Vegetables,42.7086,2.98
PREPARED FOODS,Snack Foods,111.7544,5
PREPARED FOODS,Snack Foods,92.712,1.71
PREPARED FOODS,Household,184.9608,3.66
PREPARED FOODS,Breakfast,173.7712,3.67
PREPARED FOODS,Health and Hygiene,122.873,4.18
PREPARED FOODS,Baking Goods,93.312,5
PREPARED FOODS,Dairy,183.7608,3.6
PREPARED FOODS,Snack Foods,251.4724,4.3
PREPARED FOODS,Household,126.1678,2.22
PREPARED FOODS,Snack Foods,175.337,4.38
PREPARED FOODS,Fruits and Vegetables,127.902,2.45
PREPARED FOODS,Fruits and Vegetables,151.0682,3.18
PREPARED FOODS,Frozen Foods,87.7198,3.59
PREPARED FOODS,Snack Foods,111.0544,4.02
PREPARED FOODS,Snack Foods,110.8228,4.54
PREPARED FOODS,Household,117.1492,5
PREPARED FOODS,Starchy Foods,121.844,3.93
PREPARED FOODS,Others,49.4666,3.08
PREPARED FOODS,Frozen Foods,100.5358,5
PREPARED FOODS,Dairy,97.7752,3.96
PREPARED FOODS,Household,164.7842,4.2
PREPARED FOODS,Fruits and Vegetables,187.8872,1.29
PREPARED FOODS,Snack Foods,53.0956,2.31
PREPARED FOODS,Canned,187.1214,4.57
PREPARED FOODS,Canned,90.9804,2.53
PREPARED FOODS,Household,140.8496,4.44
PREPARED FOODS,Household,195.111,5
PREPARED FOODS,Household,178.2686,1.24
PREPARED FOODS,Snack Foods,56.2956,4.34
PREPARED FOODS,Canned,187.5214,2.06
PREPARED FOODS,Fruits and Vegetables,112.2228,2.88
PREPARED FOODS,Health and Hygiene,101.1042,3.31
PREPARED FOODS,Fruits and Vegetables,213.2902,4.32
PREPARED FOODS,Dairy,45.0428,2.76
PREPARED FOODS,Snack Foods,224.0404,2.9
PREPARED FOODS,Canned,184.2266,2.48
PREPARED FOODS,Fruits and Vegetables,102.7332,2.23
PREPARED FOODS,Fruits and Vegetables,43.2796,2.52
PREPARED FOODS,Fruits and Vegetables,65.051,3.34
PREPARED FOODS,Baking Goods,119.1098,4.23
PREPARED FOODS,Fruits and Vegetables,140.1838,3.27
PREPARED FOODS,Others,251.204,2.93
PREPARED FOODS,Soft Drinks,243.5512,3.97
PREPARED FOODS,Dairy,77.0012,3.59
PREPARED FOODS,Household,247.0144,3.81
PREPARED FOODS,Fruits and Vegetables,64.0168,4.3
PREPARED FOODS,Snack Foods,93.5436,3.42
PREPARED FOODS,Baking Goods,164.85,4.69
PREPARED FOODS,Fruits and Vegetables,178.3002,4.56
PREPARED FOODS,Meat,118.415,5
PREPARED FOODS,Snack Foods,184.4608,3.27
PREPARED FOODS,Snack Foods,219.1798,5
PREPARED FOODS,Meat,75.7038,4.03
PREPARED FOODS,Snack Foods,92.512,3.64
PREPARED FOODS,Meat,205.698,3.14
PREPARED FOODS,Canned,166.4184,3.9
PREPARED FOODS,Baking Goods,118.8098,3.43
PREPARED FOODS,Snack Foods,176.137,4.97
PREPARED FOODS,Meat,44.6112,4.25
PREPARED FOODS,Frozen Foods,108.7912,4.19
PREPARED FOODS,Fruits and Vegetables,182.2292,4.52
PREPARED FOODS,Snack Foods,112.4518,3.52
PREPARED FOODS,Dairy,169.4106,4.45
PREPARED FOODS,Snack Foods,242.2828,3.18
PREPARED FOODS,Others,186.6924,3.93
PREPARED FOODS,Breads,144.6444,2.31
PREPARED FOODS,Fruits and Vegetables,145.1418,3.09
PREPARED FOODS,Meat,106.5306,3.46
PREPARED FOODS,Canned,183.4266,4.12
PREPARED FOODS,Breads,125.7046,4.47
PREPARED FOODS,Dairy,175.7028,3.75
PREPARED FOODS,Breakfast,99.3358,4.59
PREPARED FOODS,Fruits and Vegetables,59.7904,4.15
PREPARED FOODS,Snack Foods,87.454,0.62
PREPARED FOODS,Fruits and Vegetables,222.3772,3.56
PREPARED FOODS,Baking Goods,99.6384,2.55
PREPARED FOODS,Snack Foods,151.134,3.64
PREPARED FOODS,Household,115.9492,3.84
PREPARED FOODS,Frozen Foods,61.3194,4.1
PREPARED FOODS,Baking Goods,150.1366,3.04
PREPARED FOODS,Others,181.166,4.65
PREPARED FOODS,Household,176.4686,4.11
PREPARED FOODS,Fruits and Vegetables,91.183,4.91
PREPARED FOODS,Others,37.948,3.05
PREPARED FOODS,Dairy,253.2356,1.88
PREPARED FOODS,Breads,102.2648,4.52
PREPARED FOODS,Baking Goods,250.6724,4.23
PREPARED FOODS,Frozen Foods,109.5912,3.64
PREPARED FOODS,Fruits and Vegetables,160.6552,3.26
PREPARED FOODS,Frozen Foods,38.6506,3.98
PREPARED FOODS,Frozen Foods,35.6558,3.71
PREPARED FOODS,Snack Foods,53.864,4.19
PREPARED FOODS,Fruits and Vegetables,196.0768,3.5
PREPARED FOODS,Meat,196.8426,4.63
PREPARED FOODS,Canned,80.496,4.79
PREPARED FOODS,Breads,256.4988,4.34
PREPARED FOODS,Dairy,223.5404,3.6
PREPARED FOODS,Household,92.6146,4.96
PREPARED FOODS,Snack Foods,94.6752,2.52
PREPARED FOODS,Fruits and Vegetables,241.8854,2.36
PREPARED FOODS,Frozen Foods,229.8668,3.72
PREPARED FOODS,Fruits and Vegetables,113.2834,3.4
PREPARED FOODS,Baking Goods,222.6114,1.42
PREPARED FOODS,Fruits and Vegetables,174.3712,4.06
PREPARED FOODS,Household,252.4066,4.3
PREPARED FOODS,Household,81.925,3.84
PREPARED FOODS,Household,159.0604,4.55
PREPARED FOODS,Snack Foods,256.3356,4.48
PREPARED FOODS,Household,178.8344,4.52
PREPARED FOODS,Snack Foods,85.3908,4.21
PREPARED FOODS,Snack Foods,166.7816,3.39
PREPARED FOODS,Fruits and Vegetables,124.8046,4.24
PREPARED FOODS,Fruits and Vegetables,118.8466,3.93
PREPARED FOODS,Household,164.2842,2.01
PREPARED FOODS,Dairy,183.3292,3.66
PREPARED FOODS,Fruits and Vegetables,153.0682,5
PREPARED FOODS,Soft Drinks,142.9154,3.16
PREPARED FOODS,Snack Foods,187.8872,3.54
PREPARED FOODS,Dairy,86.6514,3.86
PREPARED FOODS,Household,230.201,4.64
PREPARED FOODS,Fruits and Vegetables,42.0454,2.81
PREPARED FOODS,Snack Foods,210.6612,4.19
PREPARED FOODS,Frozen Foods,110.5254,2.22
PREPARED FOODS,Snack Foods,113.7544,3.57
PREPARED FOODS,Fruits and Vegetables,115.2518,3.64
PREPARED FOODS,Soft Drinks,216.9508,1.85
PREPARED FOODS,Fruits and Vegetables,222.9772,5
PREPARED FOODS,Dairy,250.275,1.77
PREPARED FOODS,Frozen Foods,58.7904,4.25
PREPARED FOODS,Health and Hygiene,109.5596,3.65
PREPARED FOODS,Fruits and Vegetables,175.037,5
PREPARED FOODS,Breads,157.5288,2.74
PREPARED FOODS,Frozen Foods,100.4384,4.59
PREPARED FOODS,Fruits and Vegetables,241.1512,1.96
PREPARED FOODS,Canned,154.8972,1.66
PREPARED FOODS,Snack Foods,221.1798,4.31
PREPARED FOODS,Dairy,113.2518,5
PREPARED FOODS,Dairy,48.635,5
PREPARED FOODS,Frozen Foods,41.2822,3.68
PREPARED FOODS,Soft Drinks,124.773,1.85
PREPARED FOODS,Frozen Foods,214.7218,3.83
PREPARED FOODS,Meat,236.2248,3.99
PREPARED FOODS,Canned,167.7842,4.97
PREPARED FOODS,Hard Drinks,57.0614,4.18
PREPARED FOODS,Breads,187.7556,3
PREPARED FOODS,Fruits and Vegetables,179.6976,4.59
PREPARED FOODS,Frozen Foods,81.9618,1.5
PREPARED FOODS,Fruits and Vegetables,183.495,4.75
PREPARED FOODS,Fruits and Vegetables,97.0094,1.85
PREPARED FOODS,Dairy,114.2518,5
PREPARED FOODS,Breads,230.2668,2.58
PREPARED FOODS,Fruits and Vegetables,195.0768,2.64
PREPARED FOODS,Canned,114.8492,3.85
PREPARED FOODS,Dairy,210.2244,3.64
PREPARED FOODS,Frozen Foods,129.831,4.3
PREPARED FOODS,Frozen Foods,226.9062,3.59
PREPARED FOODS,Baking Goods,157.1604,4.48
PREPARED FOODS,Snack Foods,170.879,4.44
PREPARED FOODS,Snack Foods,87.883,2.13
PREPARED FOODS,Canned,79.1986,3.02
PREPARED FOODS,Health and Hygiene,258.8278,2.4
PREPARED FOODS,Frozen Foods,245.3802,3.08
PREPARED FOODS,Snack Foods,161.1578,3.94
PREPARED FOODS,Fruits and Vegetables,195.411,3.22
PREPARED FOODS,Snack Foods,251.1724,4.65
PREPARED FOODS,Dairy,261.691,2.94
PREPARED FOODS,Snack Foods,60.7194,4.02
PREPARED FOODS,Household,107.1912,3.23
PREPARED FOODS,Canned,163.4894,5
PREPARED FOODS,Soft Drinks,146.9444,2.79
PREPARED FOODS,Starchy Foods,163.9526,2.48
PREPARED FOODS,Baking Goods,99.5016,1.66
PREPARED FOODS,Soft Drinks,130.1652,2.3
PREPARED FOODS,Household,148.3392,3.77
PREPARED FOODS,Canned,167.6842,3.7
PREPARED FOODS,Frozen Foods,198.6426,3.39
PREPARED FOODS,Household,157.892,4.68
PREPARED FOODS,Fruits and Vegetables,58.9246,3.86
PREPARED FOODS,Dairy,232.3642,4.7
PREPARED FOODS,Snack Foods,193.8452,4.79
PREPARED FOODS,Snack Foods,187.0872,4.98
PREPARED FOODS,Frozen Foods,232.7984,2.43
PREPARED FOODS,Snack Foods,161.5552,3.85
PREPARED FOODS,Household,149.4366,4.71
PREPARED FOODS,Seafood,106.4596,3.58
PREPARED FOODS,Soft Drinks,188.353,4.21
PREPARED FOODS,Soft Drinks,84.2592,4.6
PREPARED FOODS,Snack Foods,167.4816,4.69
PREPARED FOODS,Frozen Foods,104.3306,5
PREPARED FOODS,Frozen Foods,110.3544,4.87
PREPARED FOODS,Meat,101.6674,2.94
PREPARED FOODS,Snack Foods,86.3856,3.22
PREPARED FOODS,Snack Foods,106.528,4
PREPARED FOODS,Baking Goods,54.1298,2.68
PREPARED FOODS,Snack Foods,237.559,4.31
PREPARED FOODS,Frozen Foods,141.7154,2.39
PREPARED FOODS,Household,180.866,2.74
PREPARED FOODS,Baking Goods,143.5444,2.32
PREPARED FOODS,Baking Goods,154.8656,4.4
PREPARED FOODS,Health and Hygiene,107.0938,4.92
PREPARED FOODS,Dairy,95.1436,4.08
PREPARED FOODS,Soft Drinks,198.2768,3.32
PREPARED FOODS,Dairy,241.5538,4.52
PREPARED FOODS,Baking Goods,40.0454,3.78
PREPARED FOODS,Snack Foods,198.8084,3.36
PREPARED FOODS,Frozen Foods,158.463,2.75
PREPARED FOODS,Frozen Foods,258.5646,3.2
PREPARED FOODS,Breads,85.7566,4.82
PREPARED FOODS,Snack Foods,160.5236,3.75
PREPARED FOODS,Fruits and Vegetables,127.202,3.67
PREPARED FOODS,Starchy Foods,181.7634,1.83
PREPARED FOODS,Soft Drinks,43.3112,4.34
PREPARED FOODS,Fruits and Vegetables,122.7414,3.91
PREPARED FOODS,Fruits and Vegetables,123.2046,4.3
PREPARED FOODS,Household,117.3492,2.04
PREPARED FOODS,Breakfast,156.563,4.74
PREPARED FOODS,Frozen Foods,122.4072,4.36
PREPARED FOODS,Fruits and Vegetables,117.4808,3.12
PREPARED FOODS,Snack Foods,164.3868,3.32
PREPARED FOODS,Meat,113.1202,2.77
PREPARED FOODS,Household,129.931,3.42
PREPARED FOODS,Soft Drinks,218.0508,3.91
PREPARED FOODS,Fruits and Vegetables,125.6388,3.68
PREPARED FOODS,Frozen Foods,90.9804,4.76
PREPARED FOODS,Meat,47.0376,4.68
PREPARED FOODS,Frozen Foods,162.821,4.15
PREPARED FOODS,Breakfast,158.163,3.59
PREPARED FOODS,Canned,116.1492,5
PREPARED FOODS,Dairy,220.4772,5
PREPARED FOODS,Baking Goods,241.1196,3.59
PREPARED FOODS,Household,150.7366,2.25
PREPARED FOODS,Snack Foods,145.2418,2.48
PREPARED FOODS,Household,94.541,5
PREPARED FOODS,Baking Goods,53.0956,5
PREPARED FOODS,Health and Hygiene,32.8216,2.99
PREPARED FOODS,Dairy,109.4886,3.34
PREPARED FOODS,Fruits and Vegetables,180.8976,4.96
PREPARED FOODS,Snack Foods,86.5514,5
PREPARED FOODS,Snack Foods,119.6124,5
PREPARED FOODS,Frozen Foods,162.5236,2.94
PREPARED FOODS,Soft Drinks,175.7738,5
PREPARED FOODS,Fruits and Vegetables,142.9786,4.28
PREPARED FOODS,Household,39.7822,3.1
PREPARED FOODS,Baking Goods,195.9136,3.32
PREPARED FOODS,Canned,93.412,4.47
PREPARED FOODS,Household,58.0562,3.48
PREPARED FOODS,Snack Foods,140.3838,5
PREPARED FOODS,Snack Foods,110.5254,3.29
PREPARED FOODS,Household,87.8514,5
PREPARED FOODS,Frozen Foods,74.2354,3.69
PREPARED FOODS,Canned,84.1224,3.79
PREPARED FOODS,Starchy Foods,91.2804,2.21
PREPARED FOODS,Hard Drinks,143.2444,4.18
PREPARED FOODS,Frozen Foods,248.246,4.47
PREPARED FOODS,Frozen Foods,88.183,4.4
PREPARED FOODS,Household,212.5218,4.44
PREPARED FOODS,Hard Drinks,57.1614,2.96
PREPARED FOODS,Soft Drinks,151.9024,1.63
PREPARED FOODS,Soft Drinks,184.7924,3.32
PREPARED FOODS,Frozen Foods,183.4266,4.49
PREPARED FOODS,Meat,105.199,4.94
PREPARED FOODS,Snack Foods,148.6076,2.76
PREPARED FOODS,Frozen Foods,131.331,3.59
PREPARED FOODS,Fruits and Vegetables,163.1526,1.46
PREPARED FOODS,Meat,65.1826,3.06
PREPARED FOODS,Snack Foods,183.3634,4.81
PREPARED FOODS,Household,73.7696,5
PREPARED FOODS,Snack Foods,258.1304,3.25
PREPARED FOODS,Soft Drinks,120.244,3.37
PREPARED FOODS,Household,173.5054,3.8
PREPARED FOODS,Baking Goods,172.8764,4.18
PREPARED FOODS,Health and Hygiene,241.9196,3.4
PREPARED FOODS,Hard Drinks,45.906,3.18
PREPARED FOODS,Dairy,110.3228,2.79
PREPARED FOODS,Fruits and Vegetables,178.437,3.97
PREPARED FOODS,Household,172.8106,4.03
PREPARED FOODS,Baking Goods,176.837,4.26
PREPARED FOODS,Fruits and Vegetables,182.4318,2.8
PREPARED FOODS,Soft Drinks,236.4564,2.77
PREPARED FOODS,Fruits and Vegetables,231.2642,2.37
PREPARED FOODS,Breads,42.2454,2.97
PREPARED FOODS,Baking Goods,102.9332,4.6
PREPARED FOODS,Meat,166.3842,5
PREPARED FOODS,Baking Goods,106.4622,4.75
PREPARED FOODS,Starchy Foods,165.2526,3.13
PREPARED FOODS,Household,130.9652,4.25
PREPARED FOODS,Breakfast,38.248,2.6
PREPARED FOODS,Fruits and Vegetables,246.0144,4.91
PREPARED FOODS,Seafood,240.088,3.54
PREPARED FOODS,Fruits and Vegetables,129.4652,2.51
PREPARED FOODS,Snack Foods,33.0558,4.94
PREPARED FOODS,Health and Hygiene,107.6596,2.01
PREPARED FOODS,Snack Foods,112.6176,5
PREPARED FOODS,Baking Goods,36.2874,5
PREPARED FOODS,Household,116.0808,3.48
PREPARED FOODS,Fruits and Vegetables,174.4738,4.33
PREPARED FOODS,Frozen Foods,109.1254,3.19
PREPARED FOODS,Frozen Foods,263.2594,3.21
PREPARED FOODS,Health and Hygiene,123.5414,2.42
PREPARED FOODS,Household,228.401,3.78
PREPARED FOODS,Baking Goods,167.1132,5
PREPARED FOODS,Dairy,193.1794,3.95
PREPARED FOODS,Dairy,123.073,3.35
PREPARED FOODS,Meat,182.6292,4.91
PREPARED FOODS,Meat,211.7586,5
PREPARED FOODS,Health and Hygiene,36.6874,4.89
PREPARED FOODS,Household,259.9594,3.22
PREPARED FOODS,Fruits and Vegetables,80.0276,4.21
PREPARED FOODS,Health and Hygiene,122.773,1.99
PREPARED FOODS,Health and Hygiene,141.5154,5
PREPARED FOODS,Snack Foods,149.8708,3.05
PREPARED FOODS,Breads,104.0332,1.96
PREPARED FOODS,Frozen Foods,249.0434,2.77
PREPARED FOODS,Canned,40.1454,2.95
PREPARED FOODS,Snack Foods,176.8054,2.63
PREPARED FOODS,Frozen Foods,156.4656,3.9
PREPARED FOODS,Canned,221.0456,3
PREPARED FOODS,Meat,116.215,3.15
PREPARED FOODS,Soft Drinks,106.0938,3.37
PREPARED FOODS,Frozen Foods,225.4062,3.42
PREPARED FOODS,Frozen Foods,63.1536,4.1
PREPARED FOODS,Dairy,197.8426,4.27
PREPARED FOODS,Baking Goods,36.0874,3.54
PREPARED FOODS,Canned,222.1456,4.17
PREPARED FOODS,Others,130.4284,5
PREPARED FOODS,Fruits and Vegetables,193.282,4.55
PREPARED FOODS,Meat,236.7248,5
PREPARED FOODS,Breads,167.1184,4.01
PREPARED FOODS,Health and Hygiene,212.6244,3.99
PREPARED FOODS,Household,46.706,3.36
PREPARED FOODS,Fruits and Vegetables,106.728,3.82
PREPARED FOODS,Health and Hygiene,145.076,4.54
PREPARED FOODS,Household,160.9894,3.55
PREPARED FOODS,Frozen Foods,117.9466,3.04
PREPARED FOODS,Canned,176.637,4.98
PREPARED FOODS,Household,42.9112,2.64
PREPARED FOODS,Frozen Foods,94.4094,5
PREPARED FOODS,Health and Hygiene,258.7278,4.4
PREPARED FOODS,Canned,103.499,3.21
PREPARED FOODS,Meat,157.0314,3.08
PREPARED FOODS,Frozen Foods,237.8906,3.21
PREPARED FOODS,Meat,176.637,3.53
PREPARED FOODS,Hard Drinks,72.638,2.69
PREPARED FOODS,Frozen Foods,101.7016,3.6
PREPARED FOODS,Frozen Foods,195.2478,3.91
PREPARED FOODS,Household,173.6422,2.33
PREPARED FOODS,Snack Foods,102.8332,2.63
PREPARED FOODS,Household,103.6306,5
PREPARED FOODS,Canned,185.2266,3.92
PREPARED FOODS,Dairy,153.534,3.36
PREPARED FOODS,Meat,87.4514,1.9
PREPARED FOODS,Household,120.1782,3.93
PREPARED FOODS,Canned,205.4638,3.47
PREPARED FOODS,Meat,45.9718,3.74
PREPARED FOODS,Fruits and Vegetables,222.7456,3.2
PREPARED FOODS,Snack Foods,105.1622,3.41
PREPARED FOODS,Household,121.1782,3.02
PREPARED FOODS,Baking Goods,117.2124,2.55
PREPARED FOODS,Canned,182.5976,4.43
PREPARED FOODS,Frozen Foods,154.963,4.34
PREPARED FOODS,Hard Drinks,227.0694,3.69
PREPARED FOODS,Household,128.4336,1.37
PREPARED FOODS,Snack Foods,251.8724,3.61
PREPARED FOODS,Household,126.2362,3.96
PREPARED FOODS,Dairy,256.2356,3.44
PREPARED FOODS,Snack Foods,55.0956,3.59
PREPARED FOODS,Health and Hygiene,239.6196,4.31
PREPARED FOODS,Fruits and Vegetables,195.3478,3.73
PREPARED FOODS,Fruits and Vegetables,163.2552,3.05
PREPARED FOODS,Dairy,52.7982,5
PREPARED FOODS,Fruits and Vegetables,121.9414,4.59
PREPARED FOODS,Dairy,178.5344,5
PREPARED FOODS,Household,123.073,1.77
PREPARED FOODS,Health and Hygiene,126.4704,5
PREPARED FOODS,Soft Drinks,143.4812,2.87
PREPARED FOODS,Frozen Foods,76.4354,5
PREPARED FOODS,Fruits and Vegetables,226.5062,4.27
PREPARED FOODS,Soft Drinks,124.973,4.18
PREPARED FOODS,Health and Hygiene,179.5686,3.11
PREPARED FOODS,Baking Goods,88.983,4.41
PREPARED FOODS,Starchy Foods,191.382,1.98
PREPARED FOODS,Breakfast,126.4994,3.05
PREPARED FOODS,Fruits and Vegetables,180.9318,5
PREPARED FOODS,Snack Foods,141.447,4.89
PREPARED FOODS,Household,102.4332,4
PREPARED FOODS,Breakfast,168.9474,3.59
PREPARED FOODS,Frozen Foods,80.9592,5
PREPARED FOODS,Hard Drinks,223.0088,3.62
PREPARED FOODS,Frozen Foods,177.237,5
PREPARED FOODS,Fruits and Vegetables,38.3164,2.7
PREPARED FOODS,Baking Goods,162.5868,3.46
PREPARED FOODS,Baking Goods,174.737,3.98
PREPARED FOODS,Dairy,199.2426,2.98
PREPARED FOODS,Breads,176.9054,4.1
PREPARED FOODS,Breakfast,154.1682,3.17
PREPARED FOODS,Snack Foods,161.721,2.91
PREPARED FOODS,Canned,52.0982,4.93
PREPARED FOODS,Fruits and Vegetables,118.5808,4.1
PREPARED FOODS,Hard Drinks,75.8012,4.7
PREPARED FOODS,Soft Drinks,39.1822,3.89
PREPARED FOODS,Snack Foods,175.337,4.28
PREPARED FOODS,Household,234.7958,2.53
PREPARED FOODS,Breads,93.4436,5
PREPARED FOODS,Household,212.3902,1.66
PREPARED FOODS,Snack Foods,37.6822,2.96
PREPARED FOODS,Canned,115.3834,3.83
PREPARED FOODS,Fruits and Vegetables,177.837,3.28
PREPARED FOODS,Frozen Foods,246.7144,5
PREPARED FOODS,Meat,48.1718,3.99
PREPARED FOODS,Frozen Foods,249.4776,2.99
PREPARED FOODS,Fruits and Vegetables,116.5808,3.33
PREPARED FOODS,Canned,91.9778,4.83
PREPARED FOODS,Snack Foods,223.2088,3.63
PREPARED FOODS,Snack Foods,49.0008,5
PREPARED FOODS,Household,181.4318,3.29
PREPARED FOODS,Snack Foods,212.7902,3.86
PREPARED FOODS,Frozen Foods,99.0384,3.47
PREPARED FOODS,Others,186.5924,4.11
PREPARED FOODS,Snack Foods,169.0816,3.89
PREPARED FOODS,Baking Goods,93.2436,4.59
PREPARED FOODS,Dairy,94.541,4.73
PREPARED FOODS,Starchy Foods,178.9686,3.31
PREPARED FOODS,Snack Foods,158.892,5
PREPARED FOODS,Starchy Foods,186.8898,5
PREPARED FOODS,Household,172.7106,3.49
PREPARED FOODS,Canned,147.0734,4.7
PREPARED FOODS,Soft Drinks,121.673,5
PREPARED FOODS,Others,179.166,4.46
PREPARED FOODS,Frozen Foods,99.7042,4.62
PREPARED FOODS,Fruits and Vegetables,89.8856,3.57
PREPARED FOODS,Snack Foods,149.5076,4.22
PREPARED FOODS,Snack Foods,178.6344,4.97
PREPARED FOODS,Snack Foods,162.4526,3.88
PREPARED FOODS,Canned,230.1352,4.65
PREPARED FOODS,Snack Foods,165.7526,3.6
PREPARED FOODS,Fruits and Vegetables,181.0318,4.22
PREPARED FOODS,Health and Hygiene,40.848,3.71
PREPARED FOODS,Dairy,262.091,2.89
PREPARED FOODS,Snack Foods,112.0518,4.72
PREPARED FOODS,Household,117.6124,4.78
PREPARED FOODS,Dairy,246.2802,2.57
PREPARED FOODS,Soft Drinks,85.1882,2.62
PREPARED FOODS,Breads,160.6552,4.17
PREPARED FOODS,Frozen Foods,189.6214,4.5
PREPARED FOODS,Household,40.9822,3.58
PREPARED FOODS,Dairy,55.1272,4.25
PREPARED FOODS,Frozen Foods,86.4566,2.69
PREPARED FOODS,Hard Drinks,56.3614,3.62
PREPARED FOODS,Snack Foods,236.0932,4.15
PREPARED FOODS,Dairy,115.3176,3.06
PREPARED FOODS,Snack Foods,129.6626,3.4
PREPARED FOODS,Fruits and Vegetables,101.999,3.7
PREPARED FOODS,Meat,183.8292,4.55
PREPARED FOODS,Breakfast,175.6712,3.36
PREPARED FOODS,Breakfast,156.463,3.34
PREPARED FOODS,Soft Drinks,52.3324,4.58
PREPARED FOODS,Snack Foods,170.979,3.54
PREPARED FOODS,Fruits and Vegetables,161.1894,5
PREPARED FOODS,Household,32.39,4.61
PREPARED FOODS,Hard Drinks,52.7298,4.01
PREPARED FOODS,Fruits and Vegetables,168.45,1.7
PREPARED FOODS,Hard Drinks,226.6694,4.73
PREPARED FOODS,Baking Goods,131.7284,3.83
PREPARED FOODS,Baking Goods,50.2008,4.91
PREPARED FOODS,Others,122.573,4.66
PREPARED FOODS,Others,184.0924,3.1
PREPARED FOODS,Snack Foods,123.1756,4.6
PREPARED FOODS,Canned,251.0092,3.85
PREPARED FOODS,Household,253.3698,4.16
PREPARED FOODS,Fruits and Vegetables,175.4028,4.63
PREPARED FOODS,Dairy,40.0138,4.75
PREPARED FOODS,Dairy,264.3226,4.07
PREPARED FOODS,Breads,102.7648,4.49
PREPARED FOODS,Baking Goods,169.1132,5
PREPARED FOODS,Household,172.2422,4.75
PREPARED FOODS,Dairy,218.1482,4.37
PREPARED FOODS,Fruits and Vegetables,113.4518,3.82
PREPARED FOODS,Fruits and Vegetables,222.5088,4.69
PREPARED FOODS,Meat,120.4124,3.65
PREPARED FOODS,Frozen Foods,81.9908,5
PREPARED FOODS,Baking Goods,106.528,4.41
PREPARED FOODS,Soft Drinks,195.8768,2.91
PREPARED FOODS,Household,244.3144,2.45
PREPARED FOODS,Snack Foods,177.637,4.51
PREPARED FOODS,Health and Hygiene,131.431,3.58
PREPARED FOODS,Breads,250.6092,3.77
PREPARED FOODS,Others,141.2154,3.44
PREPARED FOODS,Breads,155.4314,3.45
PREPARED FOODS,Snack Foods,61.651,2.4
PREPARED FOODS,Household,169.1448,2.81
PREPARED FOODS,Dairy,143.8786,3.9
PREPARED FOODS,Soft Drinks,44.477,3.96
PREPARED FOODS,Baking Goods,91.283,4.76
